rowid,occurred_on,tipo,amount_cents,descricao,categoria
1861,2026-03-16,despesa,88,To EUR Flexible Cash Funds,Transferências internas
1862,2026-03-16,despesa,100000,To EUR Flexible Cash Funds,Transferências internas
1863,2026-03-16,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1864,2026-03-16,receita,6,Interest earned - Flexible Cash Funds,Rendimentos
1865,2026-03-16,receita,1,Interest earned - Brasil 2026,Rendimentos
1866,2026-03-17,despesa,65,Transport for Ireland - TFI,Transporte
1867,2026-03-17,despesa,70,To EUR Flexible Cash Funds,Transferências internas
1868,2026-03-17,despesa,3712,SuperValu,Supermercado
1869,2026-03-17,despesa,65,To EUR Flexible Cash Funds,Transferências internas
1870,2026-03-17,despesa,1300,Transfer to Ines De Oliveira Alves Vieira Estrela,Moradia
1871,2026-03-17,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1872,2026-03-17,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1873,2026-03-17,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1874,2026-03-17,receita,1,Interest earned - Brasil 2026,Rendimentos
1875,2026-03-18,despesa,3000,To Joana Palminha,Transferências internas
1876,2026-03-18,despesa,335,Dunnes Stores,Supermercado
1877,2026-03-18,despesa,65,Transport for Ireland - TFI,Transporte
1878,2026-03-18,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1879,2026-03-18,despesa,1,To EUR Flexible Cash Funds,Transferências internas
1880,2026-03-18,despesa,330,Daybreak,Supermercado
1881,2026-03-18,receita,10,Interest earned - Flexible Cash Funds,Rendimentos
1882,2026-03-18,receita,1,Interest earned - Brasil 2026,Rendimentos
1883,2026-03-19,despesa,5199,Sports Direct,Compras e Roupa
1884,2026-03-19,despesa,65,Transport for Ireland - TFI,Transporte
1885,2026-03-19,despesa,2,To EUR Flexible Cash Funds,Transferências internas
1886,2026-03-19,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
1887,2026-03-19,receita,1,Interest earned - Brasil 2026,Rendimentos
1888,2026-03-20,despesa,398,Lidl,Supermercado
1889,2026-03-20,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1890,2026-03-20,despesa,10,To EUR Flexible Cash Funds,Transferências internas
1891,2026-03-20,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
1892,2026-03-20,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1893,2026-03-21,despesa,3890,Freenow,Transporte
1894,2026-03-21,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1895,2026-03-21,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
1896,2026-03-21,receita,1,Interest earned - Brasil 2026,Rendimentos
1897,2026-03-22,despesa,500,Transport for Ireland - TFI,Transporte
1898,2026-03-22,receita,1945,Recebimento (Gabriel Garcia de Araujo) — 50% de Freenow,Outras receitas
1899,2026-03-22,receita,39200,Recebimento (Gabriel Garcia de Araujo) — contribuição para renda,Outras receitas
1900,2026-03-22,despesa,3500,Pagamento (Gabriel Garcia de Araujo) — quota Vodafone da Joana,Telefone e internet
1901,2026-03-22,receita,160000,From EUR Flexible Cash Funds,Transferências internas
1902,2026-03-22,despesa,160000,Pagamento (Gabriel Garcia de Araujo) — aporte para compra do Hyundai ix35,Carro
1903,2026-03-22,despesa,1,To EUR Flexible Cash Funds,Transferências internas
1904,2026-03-22,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1905,2026-03-22,despesa,10,To EUR Flexible Cash Funds,Transferências internas
1906,2026-03-22,despesa,37,To EUR Flexible Cash Funds,Transferências internas
1907,2026-03-22,despesa,70,To EUR Flexible Cash Funds,Transferências internas
1908,2026-03-22,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
1909,2026-03-22,receita,1,Interest earned - Brasil 2026,Rendimentos
1910,2026-03-23,despesa,230,MidLink,Outras despesas
1911,2026-03-23,despesa,99,Lidl,Supermercado
1912,2026-03-23,despesa,2463,ALDI,Supermercado
1913,2026-03-23,despesa,1000,McDonald's,Alimentação fora
1914,2026-03-23,despesa,790,McDonald's,Alimentação fora
1915,2026-03-23,receita,9,Interest earned - Flexible Cash Funds,Rendimentos
1916,2026-03-23,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1917,2026-03-23,receita,1,Interest earned - Brasil 2026,Rendimentos
1918,2026-03-24,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1919,2026-03-24,receita,1,Interest earned - Brasil 2026,Rendimentos
1920,2026-03-25,despesa,59,To EUR Flexible Cash Funds,Transferências internas
1921,2026-03-25,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1922,2026-03-26,despesa,8141,ALDI,Supermercado
1923,2026-03-26,despesa,5500,To EUR Austrália 2027/2028,Transferências internas
1924,2026-03-26,despesa,6400,To EUR Austrália 2027/2028,Transferências internas
1925,2026-03-26,despesa,2280,Pagamento (Gabriel Garcia de Araujo) — 50% de Polonez,Supermercado
1926,2026-03-26,receita,4071,Recebimento (Gabriel Garcia de Araujo) — 50% de ALDI,Outras receitas
1927,2026-03-26,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1928,2026-03-26,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1929,2026-03-26,receita,1,Interest earned - Brasil 2026,Rendimentos
1930,2026-03-27,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1931,2026-03-27,receita,1,Interest earned - Brasil 2026,Rendimentos
1932,2026-03-28,receita,60000,From EUR Flexible Cash Funds,Transferências internas
1933,2026-03-28,despesa,30000,To Atlantic Technological University ATU,Educação
1934,2026-03-28,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1935,2026-03-28,receita,1,Interest earned - Brasil 2026,Rendimentos
1936,2026-03-29,receita,5000,From EUR Flexible Cash Funds,Transferências internas
1937,2026-03-29,despesa,2500,To Joana Palminha,Transferências internas
1938,2026-03-29,receita,13000,Payment from GORDILLO RODRIGUEZ MARTA,Outras receitas
1939,2026-03-29,despesa,8000,To EUR Austrália 2027/2028,Transferências internas
1940,2026-03-29,despesa,5000,To EUR Flexible Cash Funds,Transferências internas
1941,2026-03-29,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1942,2026-03-29,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1943,2026-03-29,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1944,2026-03-29,receita,1,Interest earned - Brasil 2026,Rendimentos
1945,2026-03-30,despesa,78500,To Michael Quinn,Moradia
1946,2026-03-30,despesa,65,Transport for Ireland - TFI,Transporte
1947,2026-03-30,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1948,2026-03-30,receita,2,Interest earned - Brasil 2026,Rendimentos
1949,2026-03-31,receita,146916,Payment from DR JOHN CLARKE,Salário
1950,2026-03-31,receita,1,Interest earned - Flexible Cash Funds,Rendimentos
1951,2026-03-31,receita,1,Interest earned - Brasil 2026,Rendimentos
1952,2026-04-01,despesa,10000,To Joana Palminha,Transferências internas
1953,2026-04-01,despesa,80000,To EUR Flexible Cash Funds,Transferências internas
1954,2026-04-01,despesa,4700,Grove Island Sport And Leisure Facilities Ltd,Lazer
1955,2026-04-01,receita,2,Interest earned - Flexible Cash Funds,Rendimentos
1956,2026-04-01,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1957,2026-04-01,receita,2,Interest earned - Brasil 2026,Rendimentos
1958,2026-04-02,despesa,94,To EUR Flexible Cash Funds,Transferências internas
1959,2026-04-02,despesa,15071,repayment,Empréstimos e Dívidas
1960,2026-04-02,despesa,44,To EUR Flexible Cash Funds,Transferências internas
1961,2026-04-02,receita,80000,From EUR Flexible Cash Funds,Transferências internas
1962,2026-04-02,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1963,2026-04-02,despesa,33106,Awx Stacees,Compras e Roupa
1964,2026-04-02,receita,9900,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
1965,2026-04-02,despesa,8000,To Joana Palminha,Transferências internas
1966,2026-04-02,despesa,2800,To Joana Palminha,Transferências internas
1967,2026-04-02,receita,39750,Recebimento (Gabriel Garcia de Araujo) — contribuição para renda,Outras receitas
1968,2026-04-02,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1969,2026-04-02,despesa,61,To EUR Flexible Cash Funds,Transferências internas
1970,2026-04-02,despesa,35,To EUR Flexible Cash Funds,Transferências internas
1971,2026-04-02,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1972,2026-04-02,receita,1,Interest earned - Brasil 2026,Rendimentos
1973,2026-04-03,despesa,4156,Irish Rail,Transporte
1974,2026-04-03,despesa,79500,marryabroadsimply.com,Lazer
1975,2026-04-03,despesa,65,Transport for Ireland - TFI,Transporte
1976,2026-04-03,despesa,65,Transport for Ireland - TFI,Transporte
1977,2026-04-03,despesa,4539,SuperValu,Supermercado
1978,2026-04-03,despesa,100,To EUR Flexible Cash Funds,Transferências internas
1979,2026-04-03,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1980,2026-04-03,receita,2,Interest earned - Brasil 2026,Rendimentos
1981,2026-04-04,despesa,500,Transport for Ireland - TFI,Transporte
1982,2026-04-04,despesa,45,To EUR Flexible Cash Funds,Transferências internas
1983,2026-04-04,despesa,3,To EUR Flexible Cash Funds,Transferências internas
1984,2026-04-04,despesa,6,To EUR Flexible Cash Funds,Transferências internas
1985,2026-04-04,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1986,2026-04-04,receita,1,Interest earned - Side Hustle 💸,Rendimentos
1987,2026-04-04,receita,1,Interest earned - Brasil 2026,Rendimentos
1988,2026-04-05,despesa,1194,Polonez,Supermercado
1989,2026-04-05,despesa,1597,Mr Price,Compras e Roupa
1990,2026-04-05,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
1991,2026-04-05,receita,1,Interest earned - Brasil 2026,Rendimentos
1992,2026-04-06,despesa,30000,To EUR Flexible Cash Funds,Transferências internas
1993,2026-04-06,despesa,55,To EUR Flexible Cash Funds,Transferências internas
1994,2026-04-06,despesa,60,To EUR Flexible Cash Funds,Transferências internas
1995,2026-04-06,receita,5,Interest earned - Flexible Cash Funds,Rendimentos
1996,2026-04-06,receita,2,Interest earned - Brasil 2026,Rendimentos
1997,2026-04-07,despesa,1255,McCabes Pharmacy,Saúde
1998,2026-04-07,despesa,2545,Supermac's,Alimentação fora
1999,2026-04-07,despesa,1640,Irish Rail,Transporte
2000,2026-04-07,receita,10000,From EUR Flexible Cash Funds,Transferências internas
2001,2026-04-07,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2002,2026-04-07,despesa,68,To EUR Flexible Cash Funds,Transferências internas
2003,2026-04-07,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2004,2026-04-07,receita,2500,From EUR Flexible Cash Funds,Transferências internas
2005,2026-04-07,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2006,2026-04-07,receita,1,Interest earned - Side Hustle 💸,Rendimentos
2007,2026-04-07,receita,1,Interest earned - Brasil 2026,Rendimentos
2008,2026-04-08,despesa,65,Transport for Ireland - TFI,Transporte
2009,2026-04-08,despesa,4550,Polonez,Supermercado
2010,2026-04-08,receita,20000,From EUR Flexible Cash Funds,Transferências internas
2011,2026-04-08,despesa,5532,ALDI,Supermercado
2012,2026-04-08,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2013,2026-04-08,despesa,14,To EUR Flexible Cash Funds,Transferências internas
2014,2026-04-08,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2015,2026-04-08,receita,2,Interest earned - Brasil 2026,Rendimentos
2016,2026-04-09,despesa,20000,To EUR Flexible Cash Funds,Transferências internas
2017,2026-04-09,receita,2766,Recebimento (Gabriel Garcia de Araujo) — 50% de ALDI,Outras receitas
2018,2026-04-09,receita,2275,Recebimento (Gabriel Garcia de Araujo) — 50% de Polonez,Outras receitas
2019,2026-04-09,despesa,3486,ALDI,Supermercado
2020,2026-04-09,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2021,2026-04-09,receita,1,Interest earned - Brasil 2026,Rendimentos
2022,2026-04-10,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2023,2026-04-10,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2024,2026-04-10,despesa,70,To EUR Flexible Cash Funds,Transferências internas
2025,2026-04-10,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2026,2026-04-10,despesa,2500,To Sonia Maria Ferreira Costa,Outras despesas
2027,2026-04-10,despesa,15,To EUR Flexible Cash Funds,Transferências internas
2028,2026-04-10,receita,1,Interest earned - Flexible Cash Funds,Rendimentos
2029,2026-04-10,receita,1,Interest earned - Side Hustle 💸,Rendimentos
2030,2026-04-10,receita,2,Interest earned - Brasil 2026,Rendimentos
2031,2026-04-11,despesa,10685,Sp Aladdins Cave,Viagem
2032,2026-04-11,despesa,400,Circle K Gas Station,Carro
2033,2026-04-11,despesa,65,Transport for Ireland - TFI,Transporte
2034,2026-04-11,despesa,65,Transport for Ireland - TFI,Transporte
2035,2026-04-11,despesa,230,Directroute,Alimentação
2036,2026-04-11,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2037,2026-04-11,despesa,25,To EUR Flexible Cash Funds,Transferências internas
2038,2026-04-11,despesa,84,To EUR Flexible Cash Funds,Transferências internas
2039,2026-04-11,despesa,71,To EUR Flexible Cash Funds,Transferências internas
2040,2026-04-11,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2041,2026-04-11,despesa,35,To EUR Flexible Cash Funds,Transferências internas
2042,2026-04-11,receita,2,Interest earned - Flexible Cash Funds,Rendimentos
2043,2026-04-11,receita,1,Interest earned - Brasil 2026,Rendimentos
2044,2026-04-12,despesa,1616,Boots,Saúde
2045,2026-04-12,despesa,529,Tesco,Supermercado
2046,2026-04-12,despesa,75,CEWE,Alimentação
2047,2026-04-12,despesa,65,Transport for Ireland - TFI,Transporte
2048,2026-04-12,despesa,65,Transport for Ireland - TFI,Transporte
2049,2026-04-12,despesa,65,Transport for Ireland - TFI,Transporte
2050,2026-04-12,despesa,98,To EUR Flexible Cash Funds,Transferências internas
2051,2026-04-12,despesa,3600,To Joana Palminha,Transferências internas
2052,2026-04-12,despesa,10000,To EUR Flexible Cash Funds,Transferências internas
2053,2026-04-12,despesa,200,To EUR Flexible Cash Funds,Transferências internas
2054,2026-04-12,receita,50000,From EUR Flexible Cash Funds,Transferências internas
2055,2026-04-12,despesa,50000,To EUR Flexible Cash Funds,Transferências internas
2056,2026-04-12,despesa,10,To EUR Flexible Cash Funds,Transferências internas
2057,2026-04-12,receita,2600,From EUR Flexible Cash Funds,Transferências internas
2058,2026-04-12,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2059,2026-04-12,receita,200,From EUR Flexible Cash Funds,Transferências internas
2060,2026-04-12,despesa,27,To EUR Flexible Cash Funds,Transferências internas
2061,2026-04-12,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2062,2026-04-12,receita,2,Interest earned - Brasil 2026,Rendimentos
2063,2026-04-13,despesa,2673,Vinted,Outras despesas
2064,2026-04-13,despesa,490,Vinted,Outras despesas
2065,2026-04-13,despesa,2502,Temu,Compras e Roupa
2066,2026-04-13,receita,5000,From EUR Flexible Cash Funds,Transferências internas
2067,2026-04-13,despesa,24,To EUR Flexible Cash Funds,Transferências internas
2068,2026-04-13,receita,2,Interest earned - Flexible Cash Funds,Rendimentos
2069,2026-04-13,receita,1,Interest earned - Side Hustle 💸,Rendimentos
2070,2026-04-13,receita,1,Interest earned - Brasil 2026,Rendimentos
2071,2026-04-14,despesa,1676,Vinted,Outras despesas
2072,2026-04-14,despesa,90,To EUR Flexible Cash Funds,Transferências internas
2073,2026-04-14,despesa,53,To EUR Flexible Cash Funds,Transferências internas
2074,2026-04-14,receita,800,From EUR Flexible Cash Funds,Transferências internas
2075,2026-04-14,despesa,50,To EUR Flexible Cash Funds,Transferências internas
2076,2026-04-14,despesa,547,Temu,Compras e Roupa
2077,2026-04-14,despesa,2410,Temu,Compras e Roupa
2078,2026-04-14,despesa,750,Temu,Compras e Roupa
2079,2026-04-14,receita,146917,Payment from DR JOHN CLARKE,Salário
2080,2026-04-14,despesa,120000,To EUR Flexible Cash Funds,Transferências internas
2081,2026-04-14,receita,70000,From EUR Flexible Cash Funds,Transferências internas
2082,2026-04-14,despesa,21294,To investment account,Transferências internas
2083,2026-04-14,despesa,5000,To investment account,Transferências internas
2084,2026-04-14,receita,3,Interest earned - Flexible Cash Funds,Rendimentos
2085,2026-04-14,receita,2,Interest earned - Brasil 2026,Rendimentos
2086,2026-04-15,despesa,40000,To Trading 212 Markets Ltd,Transferências internas
2087,2026-04-15,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2088,2026-04-15,despesa,21173,CIG,Investimentos
2089,2026-04-15,despesa,5000,QDVE,Investimentos
2090,2026-04-15,receita,2,Interest earned - Flexible Cash Funds,Rendimentos
2091,2026-04-15,receita,1,Interest earned - Brasil 2026,Rendimentos
2092,2026-04-16,despesa,900,O'Sullivans Pharmacy,Saúde
2093,2026-04-16,despesa,13,To EUR Flexible Cash Funds,Transferências internas
2094,2026-04-16,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2095,2026-04-16,receita,1,Interest earned - Side Hustle 💸,Rendimentos
2096,2026-04-16,receita,1,Interest earned - Brasil 2026,Rendimentos
2097,2026-04-17,despesa,4687,ALDI,Supermercado
2098,2026-04-17,despesa,69,To EUR Flexible Cash Funds,Transferências internas
2099,2026-04-17,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2100,2026-04-17,despesa,68,To EUR Flexible Cash Funds,Transferências internas
2101,2026-04-17,receita,4,Interest earned - Flexible Cash Funds,Rendimentos
2102,2026-04-17,receita,2,Interest earned - Brasil 2026,Rendimentos
2103,2026-04-18,despesa,500,bikeshare,Transporte
2104,2026-04-18,despesa,832,ALDI,Supermercado
2105,2026-04-18,despesa,4731,ALDI,Supermercado
2106,2026-04-18,despesa,5000,Transfer to Sladjana Karvounis,Viagem
2107,2026-04-18,despesa,100,To EUR Flexible Cash Funds,Transferências internas
2108,2026-04-18,despesa,72,To EUR Flexible Cash Funds,Transferências internas
2109,2026-04-18,despesa,70,To EUR Flexible Cash Funds,Transferências internas
